feature,value,label,source_file,topic,wave
ch013_4,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_4,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_5,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_5,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_5,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_5,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_6,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_6,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_6,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_6,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_7,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_7,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_7,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_7,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_8,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_8,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_8,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_8,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_9,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_9,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_9,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_9,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_10,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_10,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_10,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_10,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_11,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_11,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_11,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_11,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_12,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_12,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_12,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_12,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_13,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_13,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_13,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_13,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_14,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_14,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_14,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_14,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_15,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_15,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_15,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_15,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_16,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_16,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_16,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_16,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_17,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_17,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_17,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_17,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_18,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_18,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_18,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_18,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_19,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_19,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_19,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_19,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_20,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_20,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_20,1,Yes,sharew9_rel9-0-0_ch.sav,demographics,w9
ch013_20,5,No,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_1,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_2,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_3,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_4,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_5,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_6,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_7,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_8,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_9,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_10,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_11,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_12,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_13,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_14,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_15,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_16,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_17,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_18,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_19,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,1,Daily,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,2,Several times a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,3,About once a week,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,4,About every two weeks,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,5,About once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,6,Less than once a month,sharew9_rel9-0-0_ch.sav,demographics,w9
ch014_20,7,Never,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_1,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_1,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_1,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_1,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_2,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_2,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_2,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_2,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_3,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_3,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_3,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_3,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_4,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_4,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_4,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_4,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_5,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_5,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_5,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_5,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_6,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_6,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_6,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_6,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_7,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_7,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_7,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_7,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_8,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_8,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_8,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_8,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_9,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_9,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_9,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_9,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_10,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_10,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_10,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_10,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_11,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_11,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_11,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_11,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_12,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_12,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_12,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_12,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_13,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_13,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_13,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_13,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_14,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_14,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_14,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_14,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_15,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_15,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_15,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_15,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_16,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_16,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_16,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_16,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_17,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_17,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_17,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_17,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_18,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_18,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_18,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_18,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_19,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_19,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_19,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_19,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_20,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_20,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_20,2999,Still lives at home,sharew9_rel9-0-0_ch.sav,demographics,w9
ch015_20,9997,Never lived in parental household,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,1,Full-time employed,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,2,Part-time employed,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,3,Self-employed or working for own family business,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,4,Unemployed,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,5,In vocational training/retraining/education,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,6,Parental leave,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,7,In retirement or early retirement,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,8,Permanently sick or disabled,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,9,Looking after home or family,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,50,In mandatory military service (IL only),sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_1,97,Other,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,-2,Refusal,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,-1,Don't know,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,1,Full-time employed,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,2,Part-time employed,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,3,Self-employed or working for own family business,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,4,Unemployed,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,5,In vocational training/retraining/education,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,6,Parental leave,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,7,In retirement or early retirement,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,8,Permanently sick or disabled,sharew9_rel9-0-0_ch.sav,demographics,w9
ch016_2,9,Looking after home or family,sharew9_rel9-0-0_ch.sav,demographics,w9
